"Word","Length","Freq_KF","Freq_HAL","BG_Freq_By_Pos"
"symmetry","8","7","1614","1185"
"sympathy","8","36","3763","1117"
"symphony","8","33","3926","1064"
"symptoms","8","14","9322","852"
"synapses","8","1","247","1317"
"syndrome","8","2","7055","1141"
"subduing","8","1","61","2714"
"subhuman","8","NULL","255","1481"
"subjects","8","81","14202","1493"
"sublease","8","1","5","1832"
"sublimed","8","1","12","2434"
"submerge","8","NULL","200","2557"
"submerse","8","NULL","2","2917"
"subpoena","8","1","515","1558"
"subserve","8","NULL","2","2756"
"subsided","8","5","543","2402"
"subsonic","8","NULL","153","2050"
"subspace","8","7","2172","1434"
"subsumed","8","1","185","2096"
"subtends","8","1","30","2330"
"subtitle","8","NULL","528","2078"
"subtlety","8","1","699","1990"
"subtract","8","2","1819","1910"
"subtypes","8","1","144","1578"
"suburban","8","29","2227","1560"
"suburbia","8","1","284","1404"
"succeeds","8","8","1170","1951"
"succinct","8","1","408","2335"
"suckling","8","NULL","195","3363"
"Sudanese","8","1","221","2270"
"suddenly","8","153","21143","1953"
"suffered","8","43","6943","3387"
"sufferer","8","3","257","3127"
"suffixes","8","1","391","1479"
"suffrage","8","5","430","1403"
"suffused","8","5","56","2000"
"suggests","8","29","10793","2308"
"suicidal","8","NULL","1644","1540"
"suicides","8","2","843","2029"
"suitable","8","34","11990","1701"
"suitably","8","3","802","1590"
"suitcase","8","20","1207","1455"
"sullying","8","1","21","3257"
"sulphate","8","NULL","134","2140"
"sulphide","8","NULL","52","1315"
"summer's","8","7","378","2859"
"summoned","8","10","1159","2689"
"sunbaked","8","1","2","1863"
"sunbathe","8","NULL","47","1534"
"sunblind","8","NULL","0","2588"
"sunburnt","8","1","46","1469"
"sunburst","8","NULL","278","1690"
"Sunday's","8","6","578","1722"
"sundials","8","1","49","2092"
"sunlight","8","17","2621","1499"
"sunshade","8","NULL","30","1676"
"sunshine","8","8","2607","2686"
"sunshiny","8","1","10","2475"
"superbly","8","9","303","2751"
"superego","8","1","60","2812"
"superior","8","46","19327","3445"
"superman","8","NULL","7667","3093"
"stirring","8","16","1843","3278"
"stitched","8","1","514","2392"
"stitches","8","4","1603","2200"
"stockade","8","12","148","1594"
"stockcar","8","NULL","2","1761"
"stocking","8","1","1433","3156"
"stockman","8","NULL","405","1889"
"stockpot","8","NULL","26","1470"
"stoicism","8","5","40","1807"
"stolidly","8","2","7","1876"
"stomachs","8","3","327","1466"
"stomping","8","1","536","2998"
"stooping","8","4","150","2996"
"stopcock","8","NULL","34","1269"
"stopover","8","1","150","2073"
"stoppage","8","1","281","1480"
"stopping","8","14","7160","3101"
"storming","8","1","323","3131"
"stowaway","8","NULL","41","1275"
"straddle","8","NULL","296","1790"
"straggle","8","2","3","1747"
"straight","8","114","42466","1614"
"strained","8","11","1223","3676"
"strainer","8","NULL","277","3416"
"stranded","8","7","2482","2938"
"stranger","8","40","5384","2685"
"strangle","8","NULL","470","2274"
"strapped","8","1","1339","2316"
"strategy","8","22","19202","2272"
"stratify","8","1","13","2290"
"streaked","8","4","214","2607"
"streaker","8","NULL","21","2347"
"streamed","8","4","186","2801"
"streamer","8","1","784","2541"
"stresses","8","19","1364","2948"
"stream's","8","1","10","2036"
"street's","8","1","122","2171"
"strength","8","136","25721","2397"
"stressed","8","23","3261","3140"
"stretchy","8","NULL","161","1828"
"stricken","8","6","601","2188"
"strictly","8","33","10697","2074"
"strident","8","NULL","277","2428"
"striding","8","1","157","3417"
"striking","8","39","5214","3175"
"stringed","8","1","188","3194"
"stripped","8","17","3699","2317"
"stripper","8","NULL","481","2057"
"striving","8","4","1252","3268"
"stroking","8","2","2150","3054"
"strolled","8","4","289","2811"
"stroller","8","NULL","596","2551"
"stronger","8","37","9553","2525"
"strongly","8","37","19522","2003"
"stropped","8","1","2","2178"
"struggle","8","62","9992","1422"
"strumpet","8","NULL","20","1355"
"strutted","8","2","61","2446"
"stubborn","8","12","1603","1298"
"students","8","213","55764","2360"
"studious","8","1","114","1542"
"studying","8","40","8892","2734"
"stuffing","8","2","1273","2799"
"stumbled","8","21","1882","2341"
"stumbles","8","1","339","2149"
"stumping","8","1","62","2931"
"stunning","8","6","2245","3196"
"stupidly","8","2","633","1374"
"sturgeon","8","1","417","1661"
"stylized","8","2","377","2135"
"staccato","8","5","169","2191"
"stacking","8","2","534","3413"
"staffing","8","1","5939","3003"
"Stafford","8","1","1307","1482"
"stagnant","8","5","493","1960"
"stagnate","8","NULL","137","2447"
"staining","8","37","426","3734"
"stairway","8","6","714","1429"
"stakeout","8","NULL","94","1618"
"Stalin's","8","5","472","3087"
"stalking","8","2","853","3098"
"stalling","8","2","798","3650"
"stallion","8","3","981","2557"
"stalwart","8","4","155","1647"
"stampede","8","4","952","2527"
"stamping","8","5","604","3222"
"standard","8","110","108320","2162"
"standing","8","101","24152","3702"
"Stanford","8","1","8486","1889"
"stapling","8","1","80","3584"
"starched","8","2","67","2757"
"stardust","8","NULL","434","1984"
"starfish","8","NULL","313","1994"
"starling","8","NULL","112","3764"
"starring","8","2","2743","3735"
"starting","8","68","53738","3980"
"startled","8","21","1242","2995"
"startups","8","1","379","1788"
"starving","8","6","2093","3294"
"stations","8","85","14721","2545"
"statuary","8","NULL","62","1902"
"statutes","8","8","1715","2617"
"steadied","8","2","97","2586"
"steadier","8","3","77","2326"
"steadily","8","22","2335","1904"
"stealing","8","6","4744","3784"
"stealthy","8","NULL","203","1707"
"steamily","8","1","1","1851"
"steaming","8","5","759","3291"
"Steelers","8","2","727","3397"
"steepest","8","1","148","2481"
"steeples","8","4","9","2422"
"steerage","8","NULL","18","3155"
"steering","8","9","4431","4739"
"Stephens","8","5","2099","1954"
"stepping","8","9","3046","3028"
"stepwise","8","3","194","1542"
"sterling","8","7","5592","3695"
"steroids","8","2","1403","1982"
"stetsons","8","1","3","1644"
"stewards","8","2","214","1455"
"sticking","8","8","5548","3130"
"stickler","8","2","192","2353"
"stickpin","8","1","2","2207"
"stiffens","8","2","60","1577"
"stifling","8","2","333","3193"
"stigmata","8","1","131","1980"
"stiletto","8","1","302","2138"
"stimulus","8","15","990","1410"
"stinging","8","2","596","3241"
"stingray","8","NULL","1003","1893"
"stinking","8","2","1130","3228"
"specific","8","115","70494","1458"
"specimen","8","24","943","1602"
"speckled","8","1","213","2330"
"speckles","8","1","148","2138"
"specters","8","1","158","2614"
"spectral","8","6","4552","1696"
"spectrum","8","14","11650","1117"
"speeches","8","21","2654","2040"
"speedily","8","3","394","1548"
"speeding","8","4","2101","2988"
"speedway","8","NULL","1310","1183"
"spelling","8","4","12926","3057"
"spenders","8","1","80","2308"
"spending","8","41","21249","2887"
"spilling","8","3","700","3144"
"spillway","8","NULL","27","1051"
"spinning","8","11","4904","2988"
"spinster","8","NULL","95","2611"
"spiraled","8","1","60","2526"
"spirited","8","8","885","2568"
"spiteful","8","NULL","231","1642"
"spitfire","8","NULL","673","1149"
"spitting","8","5","2711","3216"
"spittoon","8","NULL","32","1484"
"splashed","8","3","471","1917"
"splashes","8","2","216","1725"
"splatter","8","NULL","375","1979"
"splendid","8","20","1007","1693"
"splendor","8","7","359","1803"
"splicing","8","1","231","3055"
"splinter","8","4","548","2644"
"splutter","8","NULL","49","1652"
"spoilage","8","8","115","1220"
"spoiling","8","1","389","2985"
"sponging","8","1","57","2625"
"sponsors","8","10","3803","1394"
"spoonful","8","1","221","1136"
"sporadic","8","7","775","1669"
"sporting","8","9","3649","3271"
"spotless","8","3","215","2557"
"spotting","8","2","914","3238"
"spouting","8","1","1258","3065"
"sprained","8","2","258","3160"
"sprawled","8","11","248","2076"
"spraying","8","8","1247","2624"
"spreader","8","1","299","2092"
"sprinkle","8","7","1246","1721"
"sprinted","8","2","78","2954"
"sprocket","8","NULL","432","969"
"sprouted","8","3","230","2157"
"spurious","8","2","1211","1402"
"spurring","8","1","93","2863"
"sputniks","8","1","3","855"
"spyglass","8","NULL","398","1070"
"squabble","8","NULL","205","722"
"squadron","8","3","2393","980"
"squander","8","NULL","171","1608"
"squarely","8","11","712","1214"
"squashed","8","1","571","1554"
"squatted","8","4","255","1876"
"squatter","8","NULL","62","1616"
"squeaked","8","2","135","1337"
"squealed","8","2","314","1985"
"squealer","8","NULL","40","1725"
"squeegee","8","NULL","86","628"
"squeezed","8","18","2158","1146"
"squiggle","8","NULL","69","743"
"squiggly","8","NULL","55","632"
"squinted","8","3","121","2393"
"squirmed","8","2","521","1519"
"squirrel","8","1","1989","957"
"squirted","8","1","386","1836"
"snowshoe","8","NULL","134","714"
"snubbing","8","1","48","2095"
"snuggled","8","4","276","1583"
"soapsuds","8","1","13","845"
"sobering","8","3","221","4097"
"sobriety","8","1","331","1419"
"sociable","8","1","231","1277"
"socially","8","15","3083","1392"
"societal","8","4","1807","1720"
"Socrates","8","NULL","1196","2400"
"Socratic","8","NULL","170","2309"
"sodomite","8","NULL","63","1726"
"softball","8","NULL","886","990"
"softened","8","7","747","2772"
"softener","8","2","143","2512"
"softness","8","5","595","1594"
"software","8","NULL","325439","966"
"softwood","8","1","130","571"
"solarium","8","NULL","27","1729"
"soldered","8","1","993","3736"
"soldiers","8","56","12077","2465"
"soldiery","8","1","22","2372"
"solemnly","8","9","348","1411"
"solenoid","8","1","565","1775"
"solicits","8","1","345","2174"
"solidify","8","NULL","215","1514"
"solidity","8","4","135","1916"
"solitary","8","14","1087","2062"
"solitude","8","2","885","1733"
"soloists","8","5","322","1834"
"solstice","8","1","394","2255"
"solution","8","59","52273","2200"
"solvency","8","1","135","1930"
"solvents","8","3","569","2220"
"sombrero","8","NULL","128","2454"
"somebody","8","57","33446","1349"
"somerset","8","3","1087","2982"
"sometime","8","11","13368","2147"
"somewhat","8","127","31984","1995"
"songbird","8","NULL","204","1962"
"songbook","8","1","437","1963"
"sonogram","8","1","76","2067"
"soothing","8","4","723","3199"
"Sophia's","8","1","60","987"
"sopranos","8","1","124","1520"
"sorcerer","8","NULL","2299","3702"
"soreness","8","1","413","3278"
"sorority","8","1","533","2627"
"sorption","8","1","9","2430"
"sorriest","8","1","59","2932"
"soulless","8","NULL","133","2734"
"sounding","8","3","4695","3296"
"sourpuss","8","NULL","22","1420"
"southern","8","137","23994","2572"
"southpaw","8","5","74","1328"
"souvenir","8","2","649","2006"
"Soviet's","8","1","28","1368"
"soybeans","8","6","342","1066"
"soysauce","8","NULL","5","745"
"spacings","8","1","88","2853"
"spacious","8","9","392","1323"
"Spalding","8","1","294","2748"
"spangled","8","1","247","2402"
"Spaniard","8","NULL","110","1669"
"spanning","8","1","799","3059"
"sparkled","8","1","113","2274"
"sparkler","8","NULL","49","2014"
"sparkles","8","1","124","2082"
"sparring","8","3","626","3206"
"sparsely","8","2","197","1580"
"sparsity","8","NULL","10","1736"
"speakers","8","14","14660","2242"
"speaking","8","62","31235","2770"
"slacking","8","1","121","3155"
"slagheap","8","NULL","1","1529"
"slamming","8","4","1543","2914"
"slanders","8","1","147","2865"
"slanting","8","4","170","3888"
"slapdash","8","NULL","61","1214"
"slapping","8","6","971","2924"
"slashing","8","5","736","3051"
"slavered","8","1","7","3670"
"sledding","8","2","199","2578"
"sleepers","8","1","433","2201"
"sleepily","8","3","63","1310"
"sleeping","8","39","9165","2750"
"slickers","8","1","134","2188"
"slighter","8","1","22","1739"
"slightly","8","83","35773","983"
"slinging","8","1","286","2827"
"slipknot","8","NULL","1413","684"
"slipover","8","NULL","4","1550"
"slippage","8","1","305","957"
"slippers","8","7","472","2029"
"slippery","8","5","2431","1936"
"slipping","8","7","2157","2578"
"slipshod","8","NULL","73","956"
"sloppily","8","1","144","1326"
"slopping","8","2","53","2766"
"slothful","8","1","62","1352"
"slouches","8","1","42","1803"
"Slovenia","8","NULL","1144","1979"
"slovenly","8","3","80","1722"
"slowness","8","4","906","1958"
"slowpoke","8","NULL","15","873"
"sluggard","8","NULL","19","987"
"sluggers","8","2","47","1891"
"slugging","8","3","198","2390"
"sluggish","8","2","856","1045"
"sluicing","8","1","14","2780"
"slumming","8","NULL","77","2466"
"smallest","8","13","3473","2297"
"smallish","8","1","520","1457"
"smallpox","8","2","391","672"
"smashing","8","1","1559","2461"
"smelling","8","5","887","2669"
"smocking","8","NULL","134","2413"
"smolders","8","1","10","1748"
"smoothed","8","7","723","1538"
"smoother","8","3","1528","1278"
"smoothie","8","NULL","59","812"
"smoothly","8","12","3340","737"
"smoulder","8","NULL","5","1321"
"smuggled","8","3","489","1542"
"smuggler","8","NULL","310","1282"
"snapback","8","1","14","823"
"snapping","8","9","751","2494"
"snappish","8","NULL","10","1149"
"snapshot","8","NULL","1467","883"
"snarling","8","3","225","3076"
"snatched","8","11","486","1935"
"snatcher","8","NULL","88","1675"
"snatches","8","3","138","1743"
"sneakers","8","3","867","1980"
"sneaking","8","2","827","2508"
"sneering","8","1","219","4090"
"sneezing","8","1","260","2321"
"sniffing","8","2","765","2274"
"sniper's","8","1","127","2321"
"snobbery","8","4","270","1441"
"snobbish","8","2","195","822"
"snooping","8","1","350","2329"
"snowball","8","2","484","1005"
"snowfall","8","2","354","948"
"Siberian","8","1","799","2892"
"sibilant","8","1","520","1616"
"Sicilian","8","3","372","2002"
"sickened","8","4","266","2950"
"sickness","8","6","1765","2110"
"sickroom","8","1","12","1249"
"sidearms","8","1","112","1449"
"sidekick","8","NULL","1176","1270"
"sideline","8","1","355","2867"
"sidelong","8","1","54","2380"
"sideshow","8","1","379","1639"
"sidestep","8","NULL","266","2275"
"sidewalk","8","21","1502","1347"
"sideward","8","NULL","15","1327"
"sideways","8","3","2048","1112"
"sidewise","8","6","19","1424"
"Sidney's","8","2","22","1079"
"sighting","8","3","1878","3129"
"sightsee","8","NULL","34","1276"
"signaled","8","2","331","2288"
"signally","8","1","13","1335"
"signpost","8","2","268","1036"
"silenced","8","5","727","2522"
"silencer","8","NULL","275","2262"
"silences","8","3","107","2330"
"silently","8","17","2228","1994"
"silicone","8","1","924","1928"
"silkworm","8","NULL","91","1011"
"silliest","8","1","222","2851"
"simmered","8","1","69","3396"
"simplest","8","10","3151","2731"
"simplify","8","9","1782","1549"
"simulate","8","4","2796","2030"
"singer's","8","1","257","3048"
"singsong","8","NULL","11","2370"
"singular","8","14","2062","1841"
"sinister","8","13","2553","2885"
"sinkhole","8","1","5764","1487"
"siphoned","8","1","98","2151"
"sister's","8","2","1662","4143"
"sitter's","8","2","24","3070"
"sittings","8","2","43","3345"
"situated","8","19","1910","2281"
"sixpence","8","NULL","90","1582"
"sixpenny","8","NULL","3","1282"
"sixtieth","8","NULL","8","1443"
"sizeable","8","1","620","1020"
"sizzling","8","2","251","2602"
"skeletal","8","13","588","1650"
"skeleton","8","2","2347","1635"
"skeptics","8","3","1262","1172"
"sketched","8","4","203","1512"
"sketches","8","19","1215","1320"
"skidding","8","2","172","2234"
"skillful","8","9","494","796"
"skimming","8","4","521","2276"
"skindive","8","1","0","1217"
"skinhead","8","NULL","1221","1151"
"skinless","8","4","63","2274"
